127.0.0.1 - - [08/Apr/2019:09:34:17 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:36 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:41 +0530] "GET /EEWQ/about.html HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:41 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/blog.jsp HTTP/1.1" 200 7223
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:54 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:55 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:55 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:55 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:05:57 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
127.0.0.1 - - [08/Apr/2019:11:06:36 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:44 +0530] "GET /EEWQ/blog.jsp HTTP/1.1" 200 7225
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:44 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:45 +0530] "GET /EEWQ/event4.jpg HTTP/1.1" 200 305864
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:07:46 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
127.0.0.1 - - [08/Apr/2019:11:08:00 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:08:55 +0530] "GET /EEWQ/Industry.jsp HTTP/1.1" 200 7261
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:08:57 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:08:57 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:08:57 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:09:26 +0530] "GET /EEWQ/Industry.jsp HTTP/1.1" 200 7253
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:09:28 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:09:28 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:09:28 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:17:26 +0530] "GET /EEWQ/Industry.jsp HTTP/1.1" 200 7259
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:17:27 +0530] "GET /EEWQ/corporate1.jpg HTTP/1.1" 200 163561
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:17:27 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:17:27 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:17:27 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:26 +0530] "GET /EEWQ/Industry.jsp HTTP/1.1" 200 7273
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:26 +0530] "GET /EEWQ/corporate1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:26 +0530] "GET /EEWQ/studentideas.jpg HTTP/1.1" 200 84799
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:27 +0530] "GET /EEWQ/calendar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:27 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:27 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:27 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:20:27 +0530] "GET /EEWQ/EVENTS.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /EEWQ/Industry.jsp HTTP/1.1" 200 7357
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /EEWQ/corporate1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /EEWQ/studentideas.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /images/bg/caption1.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:21:14 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
127.0.0.1 - - [08/Apr/2019:11:42:59 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:43:18 +0530] "GET /EEWQ/UniversityLogin.jsp HTTP/1.1" 200 725
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:43:19 +0530] "GET /EEWQ/UniLogin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:43:36 +0530] "GET /EEWQ/UniversityLogin.jsp HTTP/1.1" 200 725
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:43:36 +0530] "GET /EEWQ/UniLogin.css HTTP/1.1" 200 1384
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:45:05 +0530] "GET /EEWQ/SignUp.jsp HTTP/1.1" 200 1558
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:45:06 +0530] "GET /EEWQ/SignUp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:59:30 +0530] "GET /EEWQ/IndustryLogin.jsp HTTP/1.1" 200 719
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:59:57 +0530] "GET /EEWQ/IndustryLogin.jsp HTTP/1.1" 200 720
0:0:0:0:0:0:0:1 - - [08/Apr/2019:11:59:58 +0530] "GET /EEWQ/UniLogin.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Apr/2019:12:29:29 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [08/Apr/2019:15:32:40 +0530] "GET / HTTP/1.1" 404 951
